192,8,4,6
193,6,3,4
194,2,3,2
195,1,7,5
196,4,7,2
197,13,7,2
198,1,8,4
199,6,6,1
200,1,6,5
201,1,5,4
202,2,5,6
203,13,2,4
204,6,1,6
205,1,5,0
206,1,1,7
207,2,6,7
208,14,4,7
209,1,0,3
210,9,1,0
211,14,7,6
212,3,2,8
213,11,4,2
214,1,3,4
215,4,8,7
216,4,7,6
217,5,2,8
218,11,6,7
219,9,0,2
220,4,2,1
221,6,7,3
222,2,7,1
223,13,2,5
224,1,3,0
225,5,3,1
226,10,1,5
227,4,8,0
228,8,6,7
229,10,7,4
230,2,2,1
231,2,7,5
232,1,6,0
233,2,6,5
234,2,1,8
235,2,7,5
236,6,0,6
237,5,8,0
238,4,6,7
239,1,6,1
240,2,0,6
241,1,2,7
242,1,0,5
243,2,1,5
244,1,6,7
245,1,0,8
246,8,4,6
247,2,6,8
248,9,5,2
249,13,5,7
250,3,8,0
251,5,5,0
252,3,7,0
253,3,2,3
254,1,3,2
255,1,3,7
256,4,5,2
257,11,7,1
258,1,5,8
259,8,2,8
260,3,4,7
261,4,0,1
262,6,7,4
263,6,4,0
264,5,0,2
265,3,2,3
266,3,7,3
267,2,3,4
268,10,6,7
269,5,8,1
270,1,6,4
271,3,4,1
272,4,8,2
273,4,0,4
274,1,2,1
275,3,4,1
276,6,1,4
277,10,7,2
278,4,3,4
279,4,1,7
280,12,2,7
281,1,0,2
282,9,7,5
283,1,3,0
284,6,7,6
285,3,0,6
286,9,4,6
287,11,6,1
288,2,6,2
289,9,1,6
290,1,7,6
291,1,4,1
292,2,5,1
293,2,0,1
294,6,2,4
295,2,2,5
296,4,6,2
297,3,2,0
298,2,0,4
299,7,6,5
300,1,0,4
301,3,1,3
302,1,2,1
303,18,1,0
304,4,1,6
305,6,4,8
306,1,3,7
307,2,5,0
308,19,0,1
309,4,8,4
310,5,6,1
311,1,7,6
312,1,0,1
313,6,4,6
314,1,2,7
315,6,6,5
316,1,3,0
317,4,6,8
318,1,0,2
319,1,1,4
320,1,3,7
321,1,2,3
322,3,4,3
323,2,7,8
324,9,1,3
325,19,5,3
326,1,3,6
327,5,8,4
328,10,1,8
329,2,4,3
330,14,3,6
331,2,1,0
332,3,8,0
333,1,0,2
334,13,6,5
335,1,4,8
336,1,5,8
337,1,6,1
338,5,8,6
339,1,4,1
340,3,6,2
341,3,3,8
342,1,4,1
343,4,3,1
344,2,6,2
345,4,0,5
346,1,6,8
347,11,8,4
348,8,1,8
349,6,8,5
350,8,3,4
351,14,4,5
352,1,4,3
353,3,4,0
354,1,4,1
355,2,5,3
356,2,3,1
357,1,8,1
358,1,1,2
359,1,8,2
360,3,1,6
361,7,5,6
362,5,3,2
363,23,5,0
364,5,6,1
365,22,0,5
366,6,5,2
367,6,1,3
368,6,3,0
369,3,6,7
370,3,0,7
371,4,2,1
372,1,0,2
373,3,2,0
374,1,6,4
375,1,5,4
376,1,6,3
377,4,5,8
378,5,2,5
379,2,1,0
380,3,8,3
381,11,0,8
382,2,3,6
383,4,5,0
384,1,4,3
385,5,7,8
386,1,6,0
387,3,1,6
388,4,0,1
389,3,3,1
390,1,7,4
391,1,4,3
392,1,4,3
393,5,5,0
394,3,6,5
395,5,1,7
396,15,8,1
397,1,2,8
398,10,5,7
399,1,3,8
400,1,7,2
401,1,3,5
402,4,5,2
403,2,8,6
404,1,6,5
405,1,0,5
406,3,2,7
407,2,6,7
408,3,7,3
409,12,1,8
410,14,8,4
411,12,7,1
412,1,5,6
413,8,2,0
414,2,3,5
415,1,2,5
416,5,5,0
417,17,0,1
418,29,1,0
419,1,7,4
420,1,3,2
421,1,7,4
422,1,7,6
423,5,1,0
424,1,2,4
425,1,5,3
426,6,4,7
427,1,3,8
428,1,6,1
429,1,1,5
430,7,7,6
431,1,5,8
432,2,8,1
433,2,1,7
434,15,0,1
435,2,7,2
436,9,0,1
437,24,1,6
438,11,0,1
439,1,2,0
440,22,6,5
441,6,4,1
442,2,5,4
443,1,0,8
444,1,8,5
445,6,4,0
446,12,5,1
447,3,0,4
448,1,2,1
449,25,1,5
450,4,6,4
451,8,4,3
452,4,3,7
453,1,0,7
454,5,7,3
455,4,3,0
456,2,0,8
457,20,5,7
458,4,1,5
459,19,7,6
460,2,8,2
461,1,7,1
462,11,5,6
463,3,0,1
464,5,3,2
465,1,0,2
466,1,2,4
467,2,1,7
468,33,6,2
469,1,4,2
470,1,7,6
471,1,6,3
472,5,5,7
473,2,6,5
474,2,1,2
475,1,1,4
476,1,6,8
477,1,4,6
478,1,7,1
479,1,3,2
480,43,2,6
481,1,2,7
482,1,5,7
483,8,6,4
484,3,4,2
485,1,5,3
486,2,5,6
487,4,7,6
488,3,2,1
489,1,8,5
490,3,7,2
491,1,5,6
492,1,3,5
493,1,2,6
494,1,2,1
495,5,1,4
496,1,5,0
497,1,2,1
498,42,6,4
499,44,4,3
500,2,4,7
501,1,6,2
502,16,3,5
503,3,4,8
