24,7,z
24,8,m
24,9,d
24,10,r
24,11,g
24,12,t
25,1,3
25,2,o
25,3,n
25,4,e
25,5,3
25,6,f
25,7,o
25,8,u
25,9,r
26,1,f
26,2,o
26,3,u
26,4,r
26,5,v
26,6,p
26,7,t
26,8,d
26,9,n
26,10,b
26,11,p
26,12,q
26,13,c
26,14,x
26,15,k
26,16,t
26,17,w
26,18,o
26,19,o
26,20,n
26,21,e
26,22,4
26,23,o
26,24,n
26,25,e
26,26,o
26,27,n
26,28,e
27,1,d
27,2,6
28,1,4
28,2,k
28,3,t
28,4,h
28,5,x
28,6,2
29,1,k
29,2,t
29,3,j
29,4,v
29,5,r
29,6,m
29,7,d
29,8,j
29,9,f
29,10,2
29,11,7
29,12,f
29,13,i
29,14,v
29,15,e
29,16,8
29,17,o
29,18,n
29,19,e
30,1,9
30,2,4
30,3,g
30,4,k
30,5,v
30,6,k
30,7,g
30,8,h
30,9,f
30,10,j
30,11,q
30,12,p
30,13,s
30,14,i
30,15,x
31,1,4
31,2,g
31,3,z
31,4,s
31,5,t
31,6,f
31,7,p
31,8,b
31,9,q
31,10,b
31,11,l
31,12,q
31,13,k
31,14,x
31,15,q
31,16,r
31,17,v
31,18,d
32,1,e
32,2,i
32,3,g
32,4,h
32,5,t
32,6,1
32,7,n
32,8,i
32,9,n
32,10,e
33,1,8
33,2,z
33,3,g
33,4,p
33,5,p
33,6,t
33,7,k
33,8,q
33,9,j
33,10,d
33,11,g
33,12,l
33,13,p
33,14,k
33,15,s
33,16,s
33,17,b
33,18,p
33,19,g
33,20,z
33,21,m
33,22,n
33,23,8
33,24,5
34,1,s
34,2,i
34,3,x
34,4,p
34,5,m
34,6,f
34,7,j
34,8,r
34,9,d
34,10,m
34,11,c
34,12,j
34,13,7
34,14,6
35,1,s
35,2,i
35,3,x
35,4,9
35,5,7
36,1,n
36,2,i
36,3,n
36,4,e
36,5,s
36,6,x
36,7,s
36,8,7
37,1,o
37,2,n
37,3,e
37,4,5
37,5,l
37,6,v
37,7,x
37,8,p
37,9,f
37,10,b
37,11,n
37,12,l
37,13,f
37,14,q
38,1,j
38,2,n
38,3,i
38,4,n
38,5,e
38,6,p
38,7,z
38,8,p
38,9,g
38,10,t
38,11,z
38,12,q
38,13,7
38,14,f
38,15,o
38,16,u
38,17,r
38,18,5
39,1,f
39,2,o
39,3,u
39,4,r
39,5,v
39,6,j
39,7,j
39,8,r
39,9,t
39,10,t
39,11,l
39,12,v
39,13,d
39,14,t
39,15,f
39,16,o
39,17,u
39,18,r
39,19,8
39,20,q
39,21,x
39,22,d
39,23,v
39,24,l
39,25,g
39,26,2
39,27,2
39,28,t
39,29,w
39,30,o
40,1,7
40,2,p
40,3,q
40,4,q
40,5,d
40,6,r
40,7,r
40,8,v
40,9,c
40,10,m
40,11,v
40,12,b
40,13,r
40,14,8
40,15,n
40,16,i
40,17,n
40,18,e
40,19,5
40,20,7
41,1,g
41,2,v
41,3,s
41,4,d
41,5,l
41,6,d
41,7,q
41,8,q
41,9,x
41,10,t
41,11,j
41,12,t
41,13,s
41,14,n
41,15,n
41,16,h
41,17,1
41,18,4
41,19,7
41,20,h
41,21,x
41,22,f
41,23,o
41,24,u
41,25,r
42,1,5
42,2,n
42,3,n
42,4,p
42,5,h
42,6,1
42,7,t
42,8,h
42,9,r
42,10,e
42,11,e
43,1,f
43,2,k
43,3,f
43,4,z
43,5,r
43,6,d
43,7,j
43,8,v
43,9,m
43,10,n
43,11,v
43,12,9
43,13,o
43,14,n
43,15,e
43,16,m
43,17,h
43,18,l
43,19,s
43,20,j
43,21,z
43,22,r
43,23,m
43,24,x
43,25,z
43,26,z
43,27,j
43,28,f
43,29,o
43,30,u
43,31,r
43,32,j
43,33,k
43,34,v
43,35,v
43,36,g
43,37,n
44,1,g
44,2,g
44,3,x
44,4,v
44,5,c
44,6,p
44,7,f
44,8,x
44,9,l
44,10,p
44,11,j
44,12,n
44,13,b
44,14,t
44,15,m
44,16,p
44,17,3
44,18,o
44,19,n
44,20,e
44,21,c
44,22,m
44,23,g
44,24,r
45,1,t
45,2,h
45,3,r
45,4,e
45,5,e
45,6,8
45,7,r
45,8,j
45,9,m
45,10,2
46,1,8
46,2,8
46,3,4
46,4,2
46,5,4
46,6,f
46,7,o
46,8,u
46,9,r
46,10,1
47,1,j
47,2,k
47,3,g
47,4,m
47,5,c
47,6,m
47,7,7
47,8,f
47,9,o
47,10,u
47,11,r
47,12,6
47,13,3
47,14,t
47,15,h
47,16,r
47,17,e
47,18,e
48,1,9
48,2,t
48,3,w
48,4,o
48,5,t
48,6,w
48,7,o
48,8,3
49,1,s
49,2,k
49,3,z
49,4,z
49,5,s
49,6,f
49,7,v
49,8,h
49,9,n
49,10,i
49,11,n
49,12,e
49,13,5
49,14,d
49,15,g
49,16,z
49,17,v
49,18,d
49,19,z
50,1,e
50,2,i
50,3,g
50,4,h
50,5,t
50,6,7
50,7,1
50,8,l
50,9,1
50,10,g
50,11,t
50,12,h
50,13,r
50,14,e
50,15,e
51,1,s
51,2,h
51,3,f
51,4,r
51,5,s
51,6,d
51,7,s
51,8,g
51,9,p
51,10,s
51,11,f
51,12,p
51,13,q
51,14,g
51,15,f
51,16,l
51,17,v
51,18,h
51,19,d
51,20,h
51,21,s
51,22,m
51,23,l
51,24,x
51,25,v
51,26,p
51,27,r
51,28,q
51,29,r
51,30,p
51,31,l
51,32,p
51,33,m
51,34,z
51,35,n
51,36,f
51,37,i
51,38,v
51,39,e
51,40,3
51,41,2
51,42,2
51,43,4
52,1,2
52,2,5
52,3,3
52,4,6
52,5,s
52,6,e
52,7,v
52,8,e
52,9,n
52,10,s
52,11,e
52,12,v
52,13,e
52,14,n
52,15,m
52,16,q
52,17,t
52,18,r
52,19,k
52,20,z
52,21,l
52,22,f
52,23,q
52,24,k
52,25,g
52,26,p
53,1,x
53,2,n
53,3,m
53,4,f
53,5,i
53,6,v
53,7,e
53,8,8
53,9,f
53,10,o
53,11,u
53,12,r
53,13,s
53,14,i
53,15,x
53,16,s
53,17,i
53,18,x
53,19,8
53,20,z
53,21,j
53,22,l
53,23,c
53,24,z
53,25,q
54,1,7
54,2,t
54,3,h
54,4,r
54,5,e
54,6,e
54,7,k
54,8,t
54,9,h
54,10,r
54,11,e
54,12,e
55,1,h
55,2,c
55,3,j
55,4,e
55,5,i
55,6,g
55,7,h
55,8,t
55,9,o
55,10,n
55,11,e
55,12,8
55,13,4
55,14,q
55,15,f
55,16,j
55,17,q
55,18,k
55,19,x
55,20,x
55,21,h
55,22,9
56,1,l
56,2,n
56,3,z
56,4,k
56,5,q
56,6,f
56,7,z
56,8,m
56,9,x
56,10,o
56,11,n
56,12,e
56,13,f
56,14,o
56,15,u
56,16,r
56,17,q
56,18,s
56,19,p
56,20,l
56,21,v
56,22,j
56,23,6
56,24,q
56,25,t
56,26,h
56,27,k
56,28,x
56,29,4
56,30,f
56,31,o
56,32,u
56,33,r
56,34,p
56,35,v
56,36,r
56,37,h
57,1,7
57,2,6
57,3,o
57,4,n
57,5,e
57,6,j
57,7,x
57,8,t
57,9,h
57,10,l
57,11,l
57,12,v
57,13,x
57,14,r
57,15,n
57,16,8
57,17,2
57,18,l
57,19,d
57,20,d
57,21,x
57,22,x
57,23,8
57,24,6
58,1,5
58,2,m
58,3,d
58,4,g
58,5,x
58,6,v
58,7,p
58,8,s
58,9,e
58,10,v
58,11,e
58,12,n
58,13,e
58,14,i
58,15,g
58,16,h
58,17,t
58,18,k
58,19,x
58,20,l
58,21,t
58,22,k
58,23,n
58,24,l
58,25,z
59,1,3
59,2,s
59,3,i
59,4,x
59,5,n
59,6,f
59,7,o
59,8,u
59,9,r
59,10,f
59,11,o
59,12,u
59,13,r
59,14,k
59,15,d
59,16,p
59,17,f
59,18,r
59,19,g
59,20,d
59,21,s
59,22,j
59,23,h
59,24,s
59,25,e
59,26,v
59,27,e
59,28,n
59,29,t
59,30,h
59,31,r
59,32,e
59,33,e
60,1,t
60,2,w
60,3,o
60,4,7
60,5,2
61,1,1
61,2,7
61,3,8
61,4,1
61,5,l
61,6,c
61,7,x
61,8,v
61,9,g
61,10,z
61,11,1
61,12,s
61,13,i
61,14,x
61,15,r
61,16,l
61,17,x
61,18,t
61,19,d
61,20,h
61,21,g
61,22,j
62,1,t
62,2,h
62,3,r
62,4,e
62,5,e
62,6,2
62,7,k
62,8,x
62,9,r
62,10,h
62,11,n
62,12,v
62,13,k
62,14,r
62,15,s
62,16,v
62,17,9
63,1,1
63,2,b
63,3,k
63,4,l
63,5,b
63,6,b
63,7,k
63,8,d
63,9,h
63,10,2
63,11,s
63,12,e
63,13,v
63,14,e
63,15,n
63,16,j
63,17,k
63,18,c
63,19,c
63,20,k
63,21,r
63,22,k
63,23,h
63,24,m
64,1,4
64,2,t
64,3,x
64,4,d
64,5,q
64,6,l
64,7,j
64,8,2
64,9,q
64,10,j
64,11,j
64,12,x
64,13,x
64,14,k
65,1,z
65,2,n
65,3,d
65,4,c
65,5,d
65,6,g
65,7,n
65,8,i
65,9,n
65,10,e
65,11,t
65,12,h
65,13,r
65,14,e
65,15,e
65,16,k
65,17,d
65,18,s
65,19,p
65,20,z
65,21,s
65,22,g
65,23,f
65,24,5
65,25,n
65,26,i
65,27,n
65,28,e
65,29,t
65,30,d
65,31,x
66,1,2
66,2,8
66,3,h
66,4,k
66,5,v
66,6,n
66,7,l
66,8,x
66,9,e
66,10,i
66,11,g
66,12,h
66,13,t
67,1,r
67,2,n
67,3,t
67,4,m
67,5,d
67,6,t
67,7,h
67,8,r
67,9,e
67,10,e
67,11,o
67,12,n
67,13,e
67,14,7
67,15,s
67,16,i
67,17,x
67,18,p
67,19,r
67,20,q
67,21,d
67,22,t
67,23,b
67,24,s
67,25,q
67,26,s
67,27,1
67,28,2
68,1,f
68,2,o
68,3,u
68,4,r
68,5,q
68,6,g
68,7,b
68,8,k
68,9,x
68,10,d
68,11,j
68,12,9
68,13,e
68,14,i
68,15,g
68,16,h
68,17,t
68,18,t
68,19,h
68,20,r
68,21,e
68,22,e
69,1,e
69,2,i
69,3,g
69,4,h
69,5,t
69,6,n
69,7,t
69,8,r
69,9,l
69,10,q
69,11,f
69,12,f
69,13,x
69,14,z
69,15,j
69,16,j
69,17,q
69,18,r
69,19,x
69,20,v
69,21,t
69,22,h
69,23,r
69,24,e
69,25,e
69,26,7
69,27,e
69,28,i
69,29,g
69,30,h
69,31,t
70,1,t
70,2,h
70,3,r
70,4,e
70,5,e
70,6,f
70,7,o
70,8,u
70,9,r
70,10,x
70,11,t
70,12,w
70,13,o
70,14,4
70,15,s
70,16,i
70,17,x
70,18,2
71,1,n
71,2,i
71,3,n
71,4,e
71,5,e
71,6,i
71,7,g
71,8,h
71,9,t
71,10,p
71,11,t
71,12,z
71,13,q
71,14,q
71,15,q
71,16,l
71,17,f
71,18,n
71,19,d
71,20,t
71,21,n
71,22,q
71,23,4
71,24,4
71,25,d
71,26,f
71,27,h
71,28,g
71,29,n
71,30,z
71,31,b
71,32,p
71,33,j
71,34,p
71,35,k
71,36,k
71,37,j
71,38,f
71,39,k
71,40,v
71,41,s
71,42,e
71,43,i
71,44,g
71,45,h
71,46,t
72,1,t
72,2,h
72,3,r
72,4,e
72,5,e
72,6,8
72,7,t
72,8,h
72,9,r
72,10,e
72,11,e
73,1,9
73,2,m
73,3,p
73,4,j
73,5,m
74,1,t
74,2,w
74,3,o
74,4,f
74,5,i
74,6,v
74,7,e
74,8,4
74,9,x
74,10,v
74,11,x
74,12,v
74,13,h
74,14,h
74,15,f
74,16,m
74,17,q
74,18,n
74,19,f
74,20,q
74,21,t
74,22,x
74,23,3
74,24,t
74,25,h
74,26,r
74,27,e
74,28,e
74,29,t
74,30,l
74,31,n
75,1,8
75,2,z
75,3,p
75,4,j
75,5,k
75,6,j
75,7,m
75,8,d
75,9,j
75,10,d
75,11,c
75,12,l
75,13,m
75,14,l
75,15,b
75,16,l
75,17,s
75,18,r
75,19,q
75,20,p
75,21,l
75,22,h
76,1,n
76,2,i
76,3,n
76,4,e
76,5,t
76,6,h
76,7,r
76,8,e
76,9,e
76,10,6
76,11,s
76,12,e
76,13,v
76,14,e
76,15,n
76,16,9
76,17,p
76,18,q
76,19,d
76,20,b
76,21,q
76,22,l
76,23,l
76,24,5
76,25,x
76,26,n
76,27,c
76,28,g
76,29,r
76,30,v
76,31,p
77,1,n
77,2,i
77,3,n
77,4,e
77,5,b
77,6,q
77,7,c
77,8,z
77,9,d
77,10,b
77,11,v
77,12,s
77,13,h
77,14,r
77,15,s
77,16,r
77,17,l
77,18,f
77,19,i
77,20,v
77,21,e
77,22,o
77,23,n
77,24,e
77,25,x
77,26,j
77,27,f
77,28,d
77,29,m
77,30,x
77,31,h
77,32,1
77,33,t
77,34,h
77,35,r
77,36,e
77,37,e
78,1,l
78,2,p
78,3,p
78,4,f
78,5,q
78,6,n
78,7,k
78,8,g
78,9,z
78,10,p
78,11,b
78,12,c
78,13,1
78,14,n
78,15,i
78,16,n
78,17,e
78,18,6
78,19,n
78,20,i
78,21,n
78,22,e
78,23,f
78,24,n
78,25,i
78,26,n
78,27,e
78,28,p
78,29,g
78,30,s
78,31,p
78,32,d
78,33,h
78,34,v
78,35,j
78,36,t
78,37,k
79,1,7
79,2,r
79,3,b
79,4,p
79,5,j
79,6,r
79,7,h
79,8,h
79,9,r
79,10,k
80,1,n
80,2,i
80,3,n
80,4,e
80,5,6
80,6,f
80,7,o
80,8,u
80,9,r
80,10,b
80,11,z
80,12,t
80,13,v
80,14,b
80,15,h
80,16,p
80,17,l
80,18,d
80,19,c
80,20,j
80,21,s
80,22,2
80,23,v
80,24,z
80,25,v
80,26,f
80,27,x
80,28,h
80,29,f
80,30,t
80,31,h
80,32,s
80,33,j
80,34,l
80,35,s
80,36,v
80,37,c
80,38,h
80,39,f
80,40,d
80,41,f
80,42,t
80,43,f
80,44,i
80,45,v
80,46,e
81,1,q
81,2,t
81,3,h
81,4,r
81,5,e
81,6,e
81,7,g
81,8,r
81,9,q
81,10,7
81,11,s
81,12,i
81,13,x
81,14,v
81,15,s
81,16,r
81,17,t
81,18,z
81,19,t
81,20,p
81,21,p
81,22,n
81,23,t
81,24,h
81,25,r
81,26,e
81,27,e
81,28,2
81,29,f
81,30,i
81,31,v
81,32,e
82,1,n
82,2,v
82,3,s
82,4,v
82,5,c
82,6,d
82,7,s
82,8,6
82,9,7
82,10,s
82,11,e
82,12,v
82,13,e
82,14,n
82,15,6
82,16,n
82,17,i
82,18,n
82,19,e
83,1,z
83,2,g
83,3,t
83,4,t
83,5,j
83,6,n
83,7,d
83,8,q
83,9,c
83,10,3
83,11,4
84,1,h
84,2,d
84,3,b
84,4,r
84,5,6
84,6,j
84,7,d
84,8,k
84,9,n
84,10,l
84,11,l
84,12,n
84,13,g
84,14,z
84,15,d
84,16,s
84,17,e
84,18,v
84,19,e
84,20,n
84,21,p
84,22,p
84,23,h
84,24,r
84,25,b
84,26,d
84,27,h
85,1,j
85,2,s
85,3,n
85,4,m
85,5,7
86,1,r
86,2,m
86,3,c
86,4,b
86,5,z
86,6,k
86,7,4
86,8,s
86,9,e
86,10,v
86,11,e
86,12,n
86,13,n
86,14,i
86,15,n
86,16,e
86,17,1
86,18,2
86,19,s
86,20,e
86,21,v
86,22,e
86,23,n
87,1,p
87,2,d
87,3,h
87,4,z
87,5,h
87,6,f
87,7,s
87,8,v
87,9,n
87,10,b
87,11,s
87,12,b
87,13,p
87,14,h
87,15,c
87,16,p
87,17,f
87,18,s
87,19,b
87,20,q
87,21,c
87,22,e
87,23,i
87,24,g
87,25,h
87,26,t
87,27,m
87,28,c
87,29,q
87,30,h
87,31,x
87,32,t
87,33,g
87,34,n
87,35,i
87,36,n
87,37,e
87,38,9
87,39,s
87,40,i
87,41,x
88,1,3
88,2,t
88,3,h
88,4,r
88,5,e
88,6,e
88,7,2
88,8,e
88,9,i
88,10,g
88,11,h
88,12,t
88,13,s
88,14,e
88,15,v
88,16,e
88,17,n
88,18,k
88,19,r
88,20,k
88,21,h
88,22,m
88,23,s
88,24,t
88,25,t
88,26,x
88,27,s
88,28,i
88,29,x
88,30,4
88,31,1
89,1,5
89,2,f
89,3,o
89,4,u
89,5,r
89,6,n
89,7,q
89,8,x
89,9,k
89,10,b
89,11,z
89,12,t
89,13,h
89,14,r
89,15,e
89,16,e
90,1,o
90,2,n
90,3,e
90,4,6
90,5,f
90,6,o
90,7,u
90,8,r
90,9,4
91,1,2
91,2,g
91,3,f
91,4,s
91,5,l
91,6,q
91,7,g
91,8,s
91,9,z
91,10,d
91,11,d
91,12,k
91,13,3
91,14,c
91,15,r
91,16,x
91,17,t
91,18,c
91,19,v
91,20,4
91,21,n
91,22,j
91,23,q
91,24,n
92,1,f
92,2,o
92,3,u
92,4,r
92,5,b
92,6,z
92,7,m
92,8,c
92,9,k
92,10,l
92,11,q
92,12,r
92,13,t
92,14,p
92,15,3
92,16,t
92,17,g
92,18,x
92,19,c
92,20,k
92,21,s
93,1,v
93,2,f
93,3,s
93,4,q
93,5,v
93,6,p
93,7,j
93,8,l
93,9,7
94,1,6
94,2,z
94,3,k
94,4,m
94,5,k
94,6,m
94,7,4
94,8,2
94,9,h
94,10,j
94,11,r
94,12,x
94,13,l
94,14,b
94,15,j
94,16,s
94,17,i
94,18,x
94,19,f
94,20,o
94,21,u
94,22,r
94,23,s
94,24,i
94,25,x
94,26,m
94,27,b
94,28,z
94,29,s
94,30,m
94,31,m
95,1,1
95,2,m
95,3,g
95,4,m
95,5,h
95,6,t
95,7,s
95,8,j
95,9,k
95,10,f
95,11,h
95,12,g
95,13,b
95,14,r
95,15,x
95,16,c
95,17,q
95,18,l
95,19,b
95,20,f
95,21,b
96,1,5
96,2,f
96,3,i
96,4,v
96,5,e
96,6,e
96,7,i
96,8,g
96,9,h
96,10,t
96,11,8
97,1,f
97,2,o
97,3,u
97,4,r
97,5,f
97,6,o
97,7,u
97,8,r
97,9,m
97,10,c
97,11,s
97,12,s
97,13,i
97,14,x
97,15,6
97,16,t
97,17,w
97,18,o
97,19,4
97,20,9
97,21,1
98,1,6
98,2,s
98,3,i
98,4,x
98,5,z
98,6,n
98,7,q
98,8,c
98,9,r
98,10,o
98,11,n
98,12,e
98,13,t
98,14,r
98,15,k
98,16,l
98,17,k
98,18,c
98,19,m
98,20,j
99,1,n
99,2,i
99,3,n
99,4,e
99,5,f
99,6,i
99,7,v
99,8,e
99,9,1
99,10,t
99,11,w
99,12,o
99,13,t
99,14,h
99,15,r
99,16,e
99,17,e
99,18,n
99,19,b
99,20,j
99,21,z
99,22,6
100,1,t
100,2,h
100,3,r
100,4,e
100,5,e
100,6,e
100,7,i
100,8,g
100,9,h
100,10,t
100,11,j
100,12,m
100,13,v
100,14,v
100,15,b
100,16,b
100,17,m
100,18,p
100,19,x
100,20,k
100,21,c
100,22,b
100,23,2
100,24,s
100,25,i
100,26,x
100,27,7
101,1,h
101,2,b
101,3,g
101,4,x
101,5,x
101,6,n
101,7,t
101,8,h
101,9,c
101,10,r
101,11,f
101,12,n
101,13,d
101,14,r
101,15,n
101,16,c
101,17,q
101,18,s
101,19,e
101,20,v
101,21,e
101,22,n
101,23,2
102,1,n
102,2,i
102,3,n
102,4,e
102,5,6
102,6,t
102,7,w
102,8,o
102,9,m
102,10,l
102,11,b
102,12,k
102,13,c
102,14,g
102,15,d
102,16,f
102,17,n
102,18,j
102,19,n
102,20,i
102,21,n
102,22,e
102,23,t
102,24,w
102,25,o
102,26,e
102,27,i
102,28,g
102,29,h
102,30,t
103,1,3
103,2,7
104,1,8
104,2,7
104,3,8
104,4,f
104,5,i
104,6,v
104,7,e
104,8,c
104,9,x
104,10,p
104,11,d
104,12,r
104,13,b
104,14,g
104,15,g
104,16,k
104,17,f
104,18,k
104,19,t
104,20,l
104,21,g
104,22,h
104,23,n
104,24,n
104,25,p
104,26,r
104,27,g
104,28,h
104,29,k
104,30,s
104,31,z
104,32,1
105,1,p
105,2,z
105,3,p
105,4,c
105,5,p
105,6,f
105,7,o
105,8,u
105,9,r
105,10,4
105,11,n
105,12,i
105,13,n
105,14,e
105,15,3
105,16,m
105,17,x
105,18,c
105,19,f
105,20,c
105,21,s
105,22,c
105,23,s
105,24,8
105,25,o
105,26,n
105,27,e
106,1,c
106,2,x
106,3,k
106,4,l
106,5,t
106,6,1
106,7,e
106,8,i
106,9,g
106,10,h
106,11,t
107,1,e
107,2,i
107,3,g
107,4,h
107,5,t
107,6,f
107,7,i
107,8,v
107,9,e
107,10,g
107,11,x
107,12,b
107,13,l
107,14,r
107,15,t
107,16,c
107,17,j
107,18,g
107,19,b
107,20,d
107,21,f
107,22,o
107,23,u
107,24,r
107,25,f
107,26,s
107,27,c
107,28,z
107,29,g
107,30,v
107,31,m
107,32,1
107,33,p
107,34,q
107,35,p
107,36,j
107,37,z
108,1,6
108,2,e
108,3,i
108,4,g
108,5,h
108,6,t
108,7,2
108,8,n
108,9,b
108,10,z
108,11,b
108,12,s
108,13,q
108,14,v
108,15,d
108,16,m
108,17,9
108,18,s
108,19,i
108,20,x
108,21,e
108,22,i
108,23,g
108,24,h
108,25,t
109,1,f
109,2,t
109,3,w
109,4,o
109,5,n
109,6,e
109,7,6
109,8,n
109,9,i
109,10,n
109,11,e
109,12,6
109,13,8
109,14,6
109,15,p
109,16,h
109,17,p
110,1,1
110,2,6
110,3,f
110,4,i
110,5,v
110,6,e
110,7,s
110,8,x
110,9,m
110,10,p
110,11,m
110,12,k
110,13,f
110,14,z
110,15,f
111,1,v
111,2,f
111,3,m
111,4,r
111,5,t
111,6,f
111,7,h
111,8,s
111,9,r
111,10,k
111,11,p
111,12,x
111,13,k
111,14,g
111,15,8
111,16,9
111,17,7
112,1,k
112,2,s
112,3,i
112,4,x
112,5,7
112,6,7
112,7,t
112,8,z
112,9,c
112,10,m
112,11,h
112,12,b
112,13,m
112,14,n
112,15,l
112,16,q
112,17,o
112,18,n
112,19,e
113,1,h
113,2,d
113,3,p
113,4,j
113,5,f
113,6,i
113,7,v
113,8,e
113,9,4
113,10,t
113,11,w
113,12,o
113,13,7
113,14,e
113,15,i
113,16,g
113,17,h
113,18,t
113,19,n
113,20,i
113,21,n
113,22,e
113,23,x
113,24,j
113,25,m
113,26,t
113,27,x
113,28,x
114,1,s
114,2,e
114,3,v
114,4,e
114,5,n
114,6,x
114,7,c
114,8,b
114,9,b
114,10,v
114,11,c
114,12,c
114,13,j
114,14,t
114,15,w
114,16,o
114,17,7
114,18,r
114,19,j
114,20,d
114,21,q
114,22,m
114,23,m
114,24,t
114,25,w
114,26,o
114,27,s
114,28,s
114,29,m
114,30,q
114,31,d
114,32,z
115,1,4
115,2,7
115,3,9
115,4,1
116,1,1
116,2,d
116,3,x
116,4,d
116,5,d
116,6,j
116,7,r
116,8,g
116,9,e
116,10,i
116,11,g
116,12,h
116,13,t
116,14,o
116,15,n
116,16,e
116,17,n
116,18,l
116,19,k
116,20,r
116,21,p
116,22,f
116,23,f
116,24,q
116,25,t
116,26,w
116,27,o
116,28,f
116,29,i
116,30,v
116,31,e
117,1,q
117,2,z
117,3,j
117,4,k
117,5,s
117,6,e
117,7,v
117,8,e
117,9,n
117,10,n
117,11,i
117,12,n
117,13,e
117,14,l
117,15,s
117,16,b
117,17,v
117,18,l
117,19,c
117,20,z
