22,10,green,7
22,11,blue,1
22,12,red,1
23,1,blue,11
23,2,red,9
23,3,green,5
23,4,green,3
23,5,blue,3
23,6,blue,11
23,7,red,9
23,8,green,1
23,9,red,2
23,10,green,7
23,11,green,4
23,12,blue,3
23,13,red,1
23,14,green,5
23,15,blue,4
24,1,green,1
24,2,blue,4
24,3,red,9
24,4,green,1
24,5,blue,2
24,6,red,11
24,7,green,1
24,8,red,13
24,9,green,1
24,10,blue,2
24,11,red,3
25,1,red,1
25,2,green,7
25,3,blue,4
25,4,red,2
25,5,green,1
25,6,blue,3
25,7,blue,10
25,8,red,1
25,9,blue,7
25,10,red,2
25,11,green,6
25,12,green,7
25,13,blue,15
25,14,red,2
25,15,green,14
25,16,blue,13
26,1,red,5
26,2,blue,2
26,3,red,9
26,4,green,2
26,5,blue,12
26,6,red,15
26,7,green,1
26,8,blue,5
26,9,green,1
26,10,blue,16
26,11,red,17
27,1,green,2
27,2,red,4
27,3,red,4
27,4,green,1
27,5,blue,1
27,6,red,3
27,7,red,2
28,1,green,3
28,2,green,8
28,3,red,9
28,4,red,9
28,5,blue,3
28,6,green,10
28,7,green,16
28,8,blue,4
28,9,red,4
29,1,green,3
29,2,red,1
29,3,blue,7
29,4,blue,5
29,5,green,5
29,6,red,2
29,7,blue,5
29,8,green,6
29,9,red,2
29,10,green,2
29,11,red,2
29,12,blue,4
29,13,green,1
29,14,red,3
29,15,blue,8
30,1,red,7
30,2,green,3
30,3,blue,7
30,4,green,3
30,5,red,10
30,6,red,5
30,7,blue,5
30,8,green,1
30,9,blue,9
30,10,green,2
30,11,red,7
30,12,red,1
30,13,blue,10
30,14,blue,10
30,15,red,2
30,16,green,4
31,1,green,9
31,2,red,1
31,3,blue,9
31,4,red,6
31,5,green,9
31,6,blue,17
31,7,green,4
31,8,red,10
31,9,blue,19
31,10,green,11
32,1,red,1
32,2,blue,1
32,3,green,6
32,4,blue,10
32,5,green,4
32,6,red,1
32,7,blue,5
32,8,blue,9
32,9,green,3
33,1,red,4
33,2,red,3
33,3,red,2
33,4,green,1
33,5,blue,1
33,6,green,1
33,7,blue,1
33,8,red,1
34,1,green,2
34,2,blue,9
34,3,red,1
34,4,blue,5
34,5,green,7
34,6,red,1
34,7,green,2
34,8,red,1
34,9,blue,16
34,10,blue,1
34,11,green,5
34,12,red,6
35,1,red,11
35,2,blue,10
35,3,blue,2
35,4,green,12
35,5,red,12
35,6,green,3
35,7,red,6
35,8,blue,6
35,9,blue,14
35,10,green,10
35,11,red,1
36,1,blue,2
36,2,red,3
36,3,green,15
36,4,blue,2
36,5,green,6
36,6,red,2
36,7,blue,14
36,8,red,4
36,9,green,7
36,10,blue,13
36,11,green,12
36,12,red,2
37,1,green,6
37,2,blue,14
37,3,red,7
37,4,blue,7
37,5,red,2
37,6,green,6
37,7,blue,1
37,8,green,2
37,9,red,6
38,1,green,2
38,2,red,15
38,3,blue,2
38,4,red,14
38,5,blue,1
38,6,red,14
38,7,green,2
38,8,blue,12
39,1,green,5
39,2,blue,1
39,3,red,10
39,4,red,4
39,5,blue,3
39,6,green,7
39,7,red,2
39,8,green,2
39,9,blue,4
39,10,blue,10
39,11,green,5
40,1,red,7
40,2,green,10
40,3,blue,2
40,4,green,7
40,5,red,3
40,6,blue,2
40,7,red,10
40,8,blue,9
40,9,green,7
40,10,green,3
40,11,blue,5
40,12,red,10
41,1,blue,5
41,2,green,2
41,3,red,11
41,4,green,2
41,5,red,18
41,6,blue,3
41,7,green,8
41,8,red,10
41,9,blue,1
41,10,red,16
41,11,green,13
41,12,green,17
41,13,blue,2
41,14,red,17
41,15,green,1
41,16,blue,1
41,17,red,9
42,1,red,5
42,2,green,2
42,3,blue,1
42,4,red,6
42,5,blue,2
42,6,red,3
42,7,blue,1
42,8,red,9
42,9,blue,5
42,10,green,1
42,11,red,8
42,12,blue,1
43,1,red,1
43,2,green,2
43,3,red,12
43,4,green,4
43,5,blue,5
43,6,blue,4
43,7,red,9
43,8,green,4
43,9,red,10
43,10,blue,2
44,1,blue,2
44,2,green,9
44,3,red,3
44,4,red,6
44,5,blue,4
44,6,green,4
44,7,red,3
44,8,blue,4
44,9,red,5
44,10,green,2
44,11,blue,1
44,12,blue,4
44,13,green,1
44,14,green,8
44,15,red,1
44,16,blue,4
45,1,blue,7
45,2,red,1
45,3,red,2
45,4,green,4
45,5,blue,9
45,6,red,3
45,7,blue,15
45,8,red,4
45,9,green,4
45,10,blue,12
45,11,red,1
45,12,blue,18
46,1,red,4
46,2,blue,14
46,3,green,11
46,4,blue,5
46,5,red,6
46,6,green,17
46,7,red,10
46,8,green,8
46,9,blue,17
46,10,red,7
46,11,blue,10
46,12,green,19
47,1,blue,7
47,2,red,3
47,3,blue,7
47,4,green,1
47,5,red,2
47,6,red,2
47,7,blue,6
47,8,green,1
47,9,blue,9
47,10,red,2
47,11,red,3
47,12,green,2
47,13,blue,1
48,1,red,12
48,2,blue,6
48,3,green,6
48,4,green,9
48,5,red,19
48,6,blue,1
48,7,blue,2
48,8,green,12
48,9,red,8
49,1,green,1
49,2,red,11
49,3,blue,11
49,4,red,10
49,5,blue,10
49,6,green,11
49,7,red,4
49,8,green,19
49,9,blue,6
49,10,blue,11
49,11,green,19
49,12,red,13
49,13,green,9
49,14,blue,9
50,1,blue,1
50,2,green,12
50,3,red,4
50,4,blue,1
50,5,green,18
50,6,red,1
50,7,blue,1
50,8,green,12
50,9,red,3
50,10,blue,1
50,11,green,4
51,1,red,10
51,2,blue,5
51,3,green,1
51,4,red,10
51,5,blue,4
51,6,red,6
51,7,blue,8
52,1,blue,1
52,2,green,5
52,3,red,9
52,4,blue,2
52,5,green,1
52,6,red,11
52,7,blue,2
52,8,red,13
52,9,green,5
52,10,green,6
52,11,blue,1
52,12,red,9
53,1,blue,8
53,2,red,15
53,3,green,2
53,4,red,4
53,5,blue,12
53,6,blue,6
53,7,green,1
53,8,red,15
53,9,red,20
53,10,blue,12
53,11,red,6
53,12,green,1
53,13,blue,2
54,1,red,5
54,2,blue,16
54,3,green,5
54,4,red,3
54,5,blue,17
54,6,red,5
54,7,blue,3
54,8,green,5
54,9,green,4
54,10,blue,6
54,11,red,9
54,12,blue,2
54,13,green,6
54,14,red,2
55,1,blue,1
55,2,red,1
55,3,green,1
55,4,red,1
55,5,blue,3
55,6,blue,4
55,7,green,1
55,8,red,1
55,9,blue,5
55,10,blue,2
56,1,red,4
56,2,blue,4
56,3,blue,7
56,4,red,11
56,5,red,1
56,6,green,2
56,7,blue,9
56,8,blue,4
56,9,red,16
56,10,green,2
56,11,red,1
56,12,green,2
56,13,blue,5
56,14,red,1
57,1,green,1
57,2,blue,8
57,3,red,1
57,4,blue,10
57,5,green,5
57,6,blue,3
57,7,green,4
57,8,blue,11
57,9,red,1
57,10,blue,4
57,11,green,3
57,12,red,1
58,1,green,8
58,2,blue,5
58,3,blue,9
58,4,red,8
58,5,green,5
58,6,red,6
58,7,blue,6
58,8,green,9
58,9,green,1
58,10,blue,5
58,11,red,2
58,12,red,3
58,13,green,3
58,14,blue,2
58,15,green,2
58,16,red,1
58,17,blue,1
59,1,red,15
59,2,blue,4
59,3,green,8
59,4,red,12
59,5,green,6
59,6,red,3
60,1,blue,14
60,2,red,11
60,3,blue,12
60,4,red,6
60,5,blue,11
60,6,red,6
60,7,red,5
60,8,blue,13
60,9,blue,15
60,10,green,1
60,11,blue,1
60,12,red,16
61,1,red,5
61,2,green,1
61,3,red,4
61,4,green,9
61,5,blue,1
61,6,green,6
61,7,red,14
62,1,red,19
62,2,green,1
62,3,blue,1
62,4,red,3
62,5,red,15
62,6,blue,1
62,7,blue,1
62,8,red,3
62,9,red,5
62,10,green,1
62,11,blue,1
63,1,red,1
63,2,green,3
63,3,blue,10
63,4,green,2
63,5,red,1
63,6,blue,14
63,7,green,1
63,8,blue,5
63,9,red,1
63,10,blue,6
63,11,green,4
63,12,red,1
64,1,red,5
64,2,green,2
64,3,green,5
64,4,red,2
64,5,blue,2
64,6,red,3
64,7,blue,3
64,8,green,1
64,9,blue,3
64,10,green,3
64,11,red,3
64,12,green,1
64,13,red,3
65,1,red,13
65,2,green,2
65,3,blue,3
65,4,red,1
65,5,blue,2
65,6,green,1
65,7,blue,1
65,8,green,2
65,9,red,1
66,1,red,7
66,2,blue,12
66,3,green,6
66,4,red,2
66,5,green,5
66,6,blue,11
66,7,green,3
66,8,blue,2
66,9,red,2
66,10,blue,9
66,11,red,1
66,12,green,2
67,1,red,4
67,2,green,3
67,3,blue,7
67,4,blue,8
67,5,red,3
67,6,red,2
67,7,blue,9
67,8,red,5
67,9,green,2
68,1,blue,12
68,2,green,10
68,3,blue,5
68,4,blue,8
68,5,blue,9
68,6,red,7
68,7,green,18
68,8,red,5
68,9,blue,12
68,10,green,8
68,11,green,8
68,12,red,13
68,13,blue,10
69,1,green,1
69,2,red,1
69,3,red,2
69,4,green,1
69,5,blue,3
69,6,red,1
69,7,green,1
69,8,blue,4
69,9,green,1
69,10,red,8
70,1,green,12
70,2,blue,1
70,3,red,4
70,4,green,8
70,5,red,1
70,6,blue,1
70,7,green,8
70,8,green,2
70,9,red,3
70,10,green,5
70,11,red,4
70,12,blue,2
70,13,green,12
70,14,red,1
71,1,blue,10
71,2,red,4
71,3,green,14
71,4,green,6
71,5,red,7
71,6,blue,8
71,7,red,1
71,8,blue,1
71,9,green,13
71,10,red,10
71,11,blue,6
71,12,green,3
71,13,blue,8
71,14,green,7
71,15,red,4
72,1,green,1
72,2,blue,1
72,3,green,12
72,4,red,14
72,5,blue,3
72,6,green,7
72,7,red,8
72,8,red,12
72,9,green,18
72,10,green,13
72,11,red,11
72,12,blue,1
72,13,blue,2
72,14,green,6
72,15,red,6
73,1,red,17
73,2,green,3
73,3,blue,15
73,4,blue,15
73,5,red,2
73,6,red,15
73,7,blue,7
73,8,green,4
73,9,blue,9
73,10,green,1
73,11,red,18
74,1,red,10
74,2,blue,2
74,3,blue,1
74,4,red,7
74,5,blue,5
74,6,green,2
74,7,red,2
74,8,blue,3
74,9,red,15
74,10,green,3
74,11,blue,4
74,12,green,3
74,13,red,13
75,1,blue,6
75,2,red,10
75,3,green,2
75,4,blue,2
75,5,red,10
75,6,green,10
75,7,blue,1
75,8,red,10
75,9,blue,4
75,10,red,6
75,11,green,11
76,1,blue,10
76,2,red,1
76,3,green,2
76,4,blue,6
76,5,green,2
76,6,red,10
76,7,red,3
76,8,green,15
76,9,blue,1
77,1,green,5
77,2,red,1
77,3,blue,2
77,4,green,1
77,5,green,13
77,6,red,2
77,7,blue,5
77,8,green,12
77,9,blue,1
77,10,red,2
77,11,blue,3
77,12,green,2
77,13,red,2
78,1,green,1
78,2,red,16
78,3,red,6
78,4,blue,1
78,5,green,1
78,6,red,13
78,7,red,12
78,8,green,3
78,9,blue,1
78,10,red,7
79,1,green,3
79,2,blue,7
79,3,red,1
79,4,blue,8
79,5,green,5
79,6,red,1
79,7,green,6
79,8,blue,7
79,9,green,11
79,10,red,1
79,11,blue,7
79,12,blue,1
80,1,green,3
80,2,red,13
80,3,blue,8
80,4,red,17
80,5,blue,9
80,6,blue,7
80,7,green,1
80,8,red,2
80,9,red,8
80,10,blue,6
80,11,green,3
80,12,red,1
80,13,blue,2
80,14,green,2
80,15,blue,4
80,16,red,10
81,1,red,3
81,2,green,1
81,3,blue,7
81,4,green,2
81,5,blue,2
81,6,red,3
81,7,red,3
81,8,blue,1
81,9,green,7
81,10,green,6
81,11,blue,12
82,1,red,11
82,2,green,3
82,3,blue,2
82,4,red,3
82,5,green,1
82,6,blue,1
82,7,red,16
82,8,green,1
83,1,green,8
83,2,blue,3
83,3,red,2
83,4,blue,1
83,5,green,13
83,6,red,6
83,7,blue,4
83,8,red,5
83,9,green,1
83,10,green,12
83,11,red,4
83,12,blue,12
83,13,green,17
83,14,blue,7
83,15,red,3
84,1,blue,2
84,2,red,13
84,3,green,5
84,4,green,3
84,5,blue,3
84,6,red,19
84,7,red,2
84,8,green,11
84,9,blue,5
84,10,green,3
84,11,blue,3
84,12,red,15
84,13,green,7
84,14,blue,4
84,15,red,11
84,16,red,1
84,17,green,10
85,1,red,1
85,2,blue,3
85,3,green,4
85,4,red,2
85,5,green,11
85,6,blue,2
85,7,blue,2
85,8,green,7
85,9,red,1
86,1,blue,3
86,2,green,4
86,3,red,8
86,4,green,4
86,5,red,2
86,6,red,9
86,7,blue,4
86,8,green,1
86,9,red,18
86,10,blue,1
87,1,red,3
87,2,blue,14
87,3,green,1
87,4,blue,10
87,5,green,1
87,6,green,1
87,7,red,4
87,8,blue,14
87,9,blue,8
87,10,green,7
87,11,red,4
87,12,green,2
87,13,red,7
87,14,blue,7
87,15,green,2
87,16,blue,10
88,1,green,12
88,2,red,6
88,3,red,6
88,4,blue,3
88,5,green,2
88,6,red,4
88,7,blue,4
88,8,green,9
88,9,red,3
88,10,green,4
88,11,blue,8
88,12,blue,1
88,13,red,3
89,1,green,3
89,2,red,3
89,3,blue,2
89,4,red,3
89,5,green,2
89,6,blue,1
89,7,green,6
89,8,blue,4
89,9,red,12
89,10,red,13
89,11,blue,14
89,12,green,1
89,13,red,5
89,14,red,10
89,15,blue,8
89,16,green,7
90,1,green,7
90,2,blue,10
90,3,green,6
90,4,red,1
90,5,blue,2
90,6,blue,6
90,7,green,5
90,8,blue,9
90,9,red,1
90,10,blue,10
90,11,red,1
90,12,green,6
91,1,red,6
91,2,blue,2
91,3,blue,3
91,4,red,3
91,5,green,1
91,6,blue,19
91,7,red,7
92,1,green,9
92,2,blue,3
92,3,red,1
92,4,green,5
92,5,green,13
92,6,blue,3
92,7,red,2
92,8,red,1
92,9,blue,3
92,10,green,7
93,1,red,11
93,2,green,3
93,3,blue,11
93,4,green,7
93,5,red,3
93,6,blue,10
93,7,green,11
93,8,blue,4
93,9,red,8
93,10,green,14
93,11,blue,8
94,1,blue,7
94,2,green,1
94,3,blue,11
94,4,red,2
94,5,green,1
94,6,red,1
94,7,blue,19
94,8,green,7
94,9,red,2
94,10,blue,10
95,1,blue,15
95,2,red,1
95,3,green,9
95,4,green,5
95,5,red,1
95,6,blue,4
95,7,green,6
95,8,blue,17
95,9,blue,9
95,10,green,11
95,11,blue,10
95,12,green,9
95,13,blue,9
95,14,green,7
96,1,red,7
96,2,blue,13
96,3,blue,6
96,4,red,15
96,5,green,3
96,6,green,1
96,7,red,1
96,8,blue,1
96,9,red,9
96,10,green,2
96,11,blue,8
96,12,green,5
96,13,red,8
96,14,blue,1
96,15,blue,6
96,16,green,3
96,17,red,13
97,1,blue,19
97,2,red,10
97,3,green,4
97,4,red,8
97,5,blue,17
97,6,blue,8
98,1,blue,2
98,2,red,2
98,3,green,4
98,4,green,5
98,5,blue,3
98,6,red,2
98,7,green,5
98,8,blue,15
98,9,blue,15
98,10,green,5
98,11,red,1
99,1,blue,1
99,2,green,2
99,3,red,8
99,4,blue,1
99,5,red,7
99,6,green,1
99,7,red,11
99,8,green,2
99,9,red,1
99,10,blue,1
100,1,green,8
100,2,red,2
100,3,green,20
100,4,green,12
100,5,red,1
100,6,blue,1
100,7,red,4
100,8,blue,1
100,9,blue,1
100,10,red,6
