318,58,86,1,60
319,36,36,35,81
320,25,60,26,59
321,2,94,1,99
322,5,39,8,39
323,16,95,17,17
324,4,96,4,96
325,80,95,15,79
326,41,41,24,41
327,25,67,32,66
328,10,37,11,38
329,15,83,48,64
330,2,6,5,36
331,77,88,3,78
332,35,95,35,96
333,51,69,24,96
334,71,96,45,97
335,1,93,5,94
336,19,92,93,93
337,54,84,54,89
338,7,86,18,87
339,12,12,13,90
340,90,95,16,91
341,6,73,6,73
342,9,27,8,23
343,13,48,12,26
344,9,55,54,54
345,23,99,29,98
346,56,74,73,74
347,46,87,29,89
348,97,97,47,98
349,17,82,8,16
350,2,84,2,97
351,41,53,3,40
352,6,16,6,64
353,41,43,6,42
354,2,41,3,40
355,17,66,18,81
356,2,2,1,99
357,30,54,6,54
358,70,81,69,69
359,46,72,46,73
360,18,87,17,86
361,10,95,10,95
362,28,79,23,89
363,13,52,28,52
364,2,24,2,24
365,35,35,36,86
366,35,74,35,85
367,79,83,26,83
368,4,60,4,88
369,5,5,5,94
370,6,35,34,87
371,2,2,1,97
372,59,94,93,95
373,10,88,88,95
374,48,88,45,89
375,85,88,88,89
376,16,39,15,80
377,3,97,2,99
378,26,56,27,59
379,7,98,6,7
380,64,84,64,98
381,38,91,38,99
382,43,97,43,98
383,68,71,29,85
384,32,89,38,89
385,1,4,5,99
386,6,86,6,38
387,25,99,24,98
388,2,99,59,97
389,15,66,15,67
390,53,74,53,73
391,43,87,43,86
392,9,73,7,73
393,8,97,8,9
394,69,73,70,71
395,20,25,26,31
396,20,26,25,99
397,29,51,30,52
398,18,28,19,35
399,19,72,20,20
400,27,80,2,60
401,90,90,79,91
402,30,67,66,68
403,82,90,48,62
404,9,11,10,90
405,13,98,17,98
406,8,13,7,12
407,14,56,15,98
408,25,97,24,24
409,46,64,45,64
410,80,89,80,81
411,40,57,56,57
412,49,50,32,50
413,25,66,24,67
414,21,68,21,26
415,6,99,3,98
416,11,63,11,90
417,6,8,7,84
418,9,75,8,74
419,64,65,41,65
420,17,17,17,34
421,69,69,47,70
422,2,10,10,64
423,85,97,55,84
424,72,72,40,71
425,19,90,20,20
426,5,84,83,85
427,27,81,27,81
428,21,98,28,61
429,3,5,4,90
430,25,67,23,25
431,96,96,27,97
432,11,11,10,97
433,39,91,65,91
434,29,60,59,60
435,24,24,25,77
436,72,73,72,98
437,10,28,10,29
438,8,97,36,85
439,7,81,7,80
440,39,50,38,39
441,29,55,28,56
442,7,98,6,97
443,3,96,1,2
444,43,99,42,98
445,36,64,37,66
446,26,96,96,96
447,39,82,38,38
448,10,98,11,99
449,1,14,4,89
450,3,63,1,99
451,4,98,4,97
452,79,80,2,80
453,8,88,7,88
454,47,58,44,57
455,29,97,97,99
456,21,63,20,22
457,14,82,4,14
458,20,72,45,71
459,85,92,58,86
460,15,29,15,30
461,30,76,29,29
462,19,50,13,51
463,12,93,2,94
464,14,20,21,87
465,53,83,52,84
466,2,14,2,84
467,10,98,99,99
468,2,98,3,99
469,46,60,46,94
470,8,69,63,70
471,93,93,2,92
472,40,81,49,80
473,80,81,10,81
474,17,67,5,68
475,27,88,27,87
476,92,92,14,91
477,98,99,17,97
478,7,53,1,7
479,5,79,6,96
480,2,18,4,65
481,1,55,1,54
482,46,60,59,59
483,47,68,6,64
484,4,26,5,22
485,15,16,16,17
486,51,52,49,52
487,20,36,20,35
488,1,29,1,98
489,11,79,10,80
490,25,69,43,79
491,45,65,46,94
492,35,35,24,38
493,22,88,1,99
494,14,65,15,65
495,4,4,4,99
496,1,87,82,87
497,13,51,14,14
498,9,82,3,10
499,4,15,14,38
500,26,86,48,53
501,3,93,1,1
502,22,22,23,48
503,35,97,36,36
504,1,94,1,95
505,31,31,30,82
506,3,30,3,75
507,46,79,46,79
508,43,73,13,87
509,14,88,14,92
510,41,95,42,95
511,1,64,63,63
512,3,98,97,98
513,75,75,75,96
514,11,52,12,51
515,11,11,12,98
516,30,92,55,93
517,15,98,15,87
518,25,40,22,95
519,60,61,61,87
520,6,19,18,90
521,2,8,9,94
522,61,90,42,60
523,82,92,81,91
524,1,33,1,48
525,51,93,50,51
526,47,74,48,75
527,1,89,1,88
528,65,67,28,66
529,9,98,63,97
530,91,92,12,92
531,67,91,86,87
532,48,89,86,89
533,87,87,3,88
534,8,79,78,78
535,87,87,6,88
536,46,46,46,75
537,35,57,36,70
538,9,51,9,12
539,28,92,1,92
540,52,65,24,66
541,45,72,44,44
542,42,48,41,46
543,6,26,20,31
544,10,48,48,49
545,4,50,4,50
546,23,75,75,83
547,33,34,33,85
548,49,70,49,70
549,3,84,1,83
550,20,92,21,91
551,1,92,1,93
552,2,81,1,96
553,18,39,38,73
554,61,82,60,81
555,1,21,1,99
556,28,31,30,31
557,45,46,44,84
558,57,95,58,94
559,18,46,20,46
560,43,87,14,90
561,6,95,4,31
562,15,61,16,73
563,14,97,15,96
564,15,86,16,16
565,18,55,18,54
566,24,99,24,97
567,11,15,16,32
568,12,12,12,93
569,15,24,15,67
570,7,62,30,58
571,5,94,3,4
572,87,99,3,53
573,1,45,1,45
574,31,68,30,31
575,1,38,14,39
576,43,96,42,43
577,4,98,5,98
578,76,90,7,91
579,63,80,62,81
580,6,98,15,97
581,2,56,36,55
582,9,32,10,33
583,54,74,54,86
584,71,80,2,84
585,10,10,9,96
586,24,44,25,43
587,17,40,17,87
588,7,56,1,55
589,47,47,47,48
590,25,66,25,65
591,2,3,1,96
592,65,65,65,66
593,16,96,16,98
594,87,92,11,93
595,28,58,8,57
596,2,60,59,60
597,7,19,20,88
598,30,54,31,55
599,41,78,40,77
600,45,61,44,44
601,30,97,29,92
602,10,37,2,46
603,3,59,2,60
604,9,69,9,88
605,72,94,73,86
606,37,42,41,41
607,82,91,40,92
608,40,97,24,40
609,26,88,26,81
610,43,61,4,62
611,6,97,79,98
612,38,61,60,60
613,35,53,35,53
614,64,64,63,73
615,40,42,22,41
616,28,57,50,56
617,4,93,80,81
618,2,50,2,59
619,16,50,15,16
620,11,74,75,75
621,7,71,2,81
622,9,94,9,95
623,70,84,69,84
624,2,99,3,99
625,8,82,6,7
626,9,93,9,98
627,62,69,62,62
628,26,91,30,92
629,7,94,8,95
630,73,73,1,74
631,24,24,25,80
632,3,96,1,1
633,12,34,5,60
634,2,96,97,99
635,11,96,10,96
636,12,90,7,93
637,10,61,60,62
638,36,51,50,52
639,38,98,39,39
640,9,97,9,81
641,27,62,28,62
642,28,71,29,29
643,16,40,16,18
644,51,95,33,71
645,21,71,72,72
646,58,66,66,66
647,11,11,11,65
648,26,86,26,88
649,41,93,63,93
650,37,47,37,46
651,31,99,31,98
652,75,90,75,95
653,6,15,14,20
654,6,85,6,37
655,43,97,88,96
656,95,95,96,96
657,1,20,6,58
658,23,45,29,44
659,8,35,17,37
660,44,71,45,71
661,59,79,49,79
662,39,73,40,74
663,56,77,55,60
664,45,45,45,71
665,11,89,11,90
666,43,52,51,51
667,57,96,57,97
668,89,91,89,90
669,23,90,1,90
670,2,98,2,9
671,6,63,28,62
672,29,29,28,98
673,3,77,5,78
674,39,69,38,74
675,10,97,9,99
676,6,19,6,20
677,52,66,13,81
678,30,30,29,70
679,67,96,67,91
680,72,91,71,83
681,1,94,36,93
682,8,9,9,98
683,3,78,73,77
684,31,97,31,96
685,44,70,65,67
686,42,66,50,67
687,6,79,5,80
688,30,36,21,37
689,38,43,39,51
690,51,51,52,81
691,10,87,87,88
692,19,27,18,19
693,13,99,85,98
694,59,89,88,88
695,25,26,26,97
696,31,74,75,75
697,6,95,95,95
698,30,71,70,72
699,24,51,23,95
700,55,77,56,76
701,26,49,26,48
702,34,56,34,57
703,9,11,8,10
704,1,98,1,97
705,6,97,12,96
706,35,72,35,75
707,2,99,4,99
708,4,92,3,93
709,6,98,13,99
710,2,85,84,86
711,90,98,5,90
712,59,84,60,85
713,9,19,19,93
714,15,71,19,65
715,98,99,85,99
716,8,25,24,26
717,42,72,42,71
718,52,81,81,82
719,50,88,51,51
720,87,87,9,86
721,6,91,3,5
722,10,83,3,82
723,99,99,9,95
724,68,69,68,68
725,42,42,36,43
726,28,58,27,58
727,3,85,1,85
728,8,88,8,89
729,11,86,12,93
730,21,60,1,99
731,6,96,3,7
732,73,91,83,85
733,98,98,11,99
734,31,69,28,70
735,89,91,57,90
736,5,95,10,94
737,48,50,3,49
738,12,76,10,13
739,2,60,2,25
740,2,33,34,72
741,14,19,18,18
742,34,86,35,87
743,20,92,97,99
744,11,83,83,84
745,17,80,16,79
746,96,99,4,97
747,15,92,16,92
748,24,99,81,97
749,7,92,93,99
750,24,80,25,90
751,71,88,87,94
752,6,64,32,69
753,34,48,46,67
754,13,14,14,63
755,26,47,26,46
756,18,33,18,33
757,96,97,5,95
758,49,93,48,94
759,52,79,58,58
760,2,62,3,63
761,8,80,9,71
762,41,75,32,40
763,53,96,71,71
764,85,85,84,84
765,63,76,59,77
766,58,76,59,75
767,4,19,18,19
768,1,98,3,99
769,22,90,22,68
770,9,96,97,97
771,11,75,12,76
772,9,45,9,46
773,20,83,20,84
774,8,83,5,84
775,74,96,92,92
776,3,95,4,95
777,19,30,19,29
778,71,81,8,71
779,10,98,11,95
780,3,90,4,90
781,7,18,18,36
782,9,21,4,21
783,1,52,3,52
784,21,61,21,61
785,2,99,21,24
786,31,92,58,97
787,4,71,4,71
788,16,40,17,64
789,43,85,44,86
790,4,62,61,62
791,3,91,4,90
792,64,64,35,63
793,6,78,5,5
794,59,71,33,72
795,56,60,55,61
796,3,76,1,77
797,30,32,31,31
798,23,78,25,69
799,9,99,4,10
800,19,85,9,88
801,4,97,3,3
802,75,96,74,96
803,97,98,96,96
804,10,97,10,98
805,85,85,85,85
806,4,49,4,48
807,17,97,14,97
808,4,4,3,89
809,34,64,15,34
810,19,83,19,19
811,24,70,23,69
812,18,40,17,62
813,19,79,18,19
814,30,82,30,58
815,5,8,7,28
816,2,8,4,85
817,4,4,3,85
818,10,41,11,40
819,86,89,69,85
820,44,71,71,84
821,51,79,51,97
822,20,97,64,97
823,2,23,2,23
824,8,29,22,28
825,81,97,57,68
826,69,84,68,84
827,2,98,2,90
828,23,42,29,56
829,11,89,11,88
830,14,72,10,79
831,46,75,74,74
832,52,54,48,53
833,12,80,19,80
834,4,62,3,62
835,3,4,3,87
836,1,2,4,84
837,3,43,3,44
838,56,94,94,94
839,14,49,15,49
840,54,58,55,58
841,1,96,2,62
842,32,70,17,70
843,23,86,23,85
844,5,97,2,96
845,46,72,47,71
846,90,90,25,90
847,30,54,53,54
848,4,88,34,45
849,27,92,28,92
850,38,39,38,85
851,8,46,7,28
852,5,66,5,67
853,7,98,7,56
854,39,85,39,86
855,17,64,17,65
856,50,88,49,88
857,4,49,4,79
858,14,72,14,71
859,62,79,63,83
860,2,75,2,21
861,8,83,8,15
862,72,94,77,77
863,63,98,63,98
864,52,56,52,70
865,4,77,3,4
866,73,81,73,73
867,6,91,7,37
868,33,86,2,80
869,19,22,18,18
870,2,98,4,77
871,18,63,13,17
872,29,40,30,41
873,5,98,20,92
874,24,78,20,23
875,5,34,5,35
876,97,99,15,98
877,4,69,5,68
878,74,76,63,76
879,23,97,96,97
880,7,94,7,93
881,18,24,18,24
882,28,45,45,45
883,14,63,48,55
884,10,69,10,68
885,78,80,47,79
886,33,72,32,32
887,68,90,68,69
888,52,58,59,72
889,18,26,8,44
890,11,96,6,97
891,52,98,52,99
892,64,96,63,82
893,24,90,77,90
894,2,73,82,85
895,70,79,68,90
896,8,74,13,75
897,1,25,3,24
898,1,94,6,52
899,34,92,31,96
900,36,78,35,79
901,2,64,1,65
902,41,90,20,91
903,68,70,3,71
904,51,53,51,59
905,10,13,14,88
906,33,95,33,94
907,71,98,70,96
908,1,93,4,88
909,8,62,5,61
910,39,90,40,91
911,89,89,32,90
912,1,11,1,10
913,6,63,6,62
914,22,85,11,51
915,9,9,8,95
916,9,79,9,73
917,9,91,9,34
918,62,85,20,61
919,73,87,73,86
920,15,45,17,45
921,16,94,16,95
922,1,18,4,57
923,28,45,44,45
924,14,62,13,61
925,8,36,3,8
926,12,50,44,49
927,47,62,47,61
928,16,78,15,64
929,44,45,45,51
930,3,25,6,26
931,47,70,46,71
932,28,83,13,84
933,1,99,2,98
934,19,76,19,77
935,35,58,25,57
936,4,63,1,3
937,98,99,3,99
938,28,89,89,90
939,64,86,13,86
940,66,89,42,67
941,22,71,8,88
942,91,94,1,92
943,72,92,73,91
944,13,28,13,65
945,28,99,28,97
946,59,81,59,80
947,57,93,92,92
948,71,98,71,81
949,2,4,3,53
950,20,65,30,65
951,11,75,76,85
952,1,90,1,89
953,2,25,24,24
954,64,91,63,93
955,15,97,7,16
956,33,64,42,63
957,77,81,6,98
958,7,91,8,92
959,2,48,2,48
960,63,65,32,64
961,23,95,23,95
962,41,41,52,94
963,10,26,10,80
964,99,99,2,57
965,37,66,25,37
966,17,81,18,81
967,76,93,92,92
968,58,89,9,59
969,31,31,30,87
970,46,85,84,86
971,3,4,5,99
972,37,95,37,40
973,3,75,3,93
974,44,86,42,44
975,4,50,49,50
976,20,43,19,43
977,83,91,82,97
978,39,39,38,77
979,1,94,1,95
980,53,74,30,54
981,25,69,25,68
982,3,85,85,85
983,37,69,4,68
984,57,84,53,57
985,57,95,20,99
986,9,85,9,84
987,25,79,26,26
988,5,99,3,98
989,58,86,57,85
990,3,24,4,59
991,6,93,7,93
992,74,96,75,96
993,92,98,12,92
994,55,62,49,56
995,1,73,1,99
996,8,99,98,99
997,12,72,12,71
998,52,72,71,71
999,63,97,63,96
1000,21,99,20,21
